"Year","Month","Sector","Nationality","Level Of Study","Broad Field Of Education","Enrolments","Commencements","EnrolmentsShare","EnrolmentsGrowth","CommencementsShare","CommencementsGrowth"
"2020","Dec","VET","Moldova","_All","_All","4","4","75","50","100","0"
"2020","Dec","VET","Iran","_All","_All","222","147","9","32","21","50"
"2020","Dec","VET","Spain","_All","_All","2552","1440","42","-11","42","-19"
"2020","Dec","Schools","Mexico","_All","_All","24","20","1","-45","1","-51"
"2020","Dec","ELICOS","Egypt","_All","_All","30","24","6","-12","13","-14"
"2020","Dec","Higher Education","Jordan","_All","_All","341","103","59","-9","44","-16"
"2020","Dec","Non-award","Myanmar","_All","_All","147","80","5","-21","5","-36"
"2020","Dec","Non-award","Kazakhstan","_All","_All","5","4","3","-44","4","-20"
"2020","Dec","ELICOS","Canada","_All","_All","11","9","0","0","0","29"
"2020","Dec","ELICOS","Uganda","_All","_All","9","8","5","13","11","0"
"2020","Dec","VET","Turkmenistan","_All","_All","4","4","50","0","0","-100"
"2020","Dec","Non-award","Spain","_All","_All","224","145","4","-50","4","-60"
"2020","Dec","Schools","Bhutan","_All","_All","4","4","0","-64","0","-80"
"2020","Dec","Non-award","Lithuania","_All","_All","16","6","2","-52","2","-75"
"2020","Dec","Higher Education","Philippines","_All","_All","4533","1723","18","-2","15","-18"
"2020","Dec","Higher Education","Hungary","_All","_All","80","21","27","-31","15","-36"
"2020","Dec","Schools","Kiribati","_All","_All","5","4","45","0","43","50"
"2020","Dec","Higher Education","Bolivia","_All","_All","32","13","33","28","23","18"
"2020","Dec","Higher Education","St Kitts and Nevis","_All","_All","4","4","50","-60","0","-100"
"2020","Dec","VET","Mexico","_All","_All","1595","775","50","-6","45","-29"
"2020","Dec","Higher Education","Gaza Strip and West Bank","_All","_All","23","6","70","-18","50","-14"
"2020","Dec","Higher Education","Brunei Darussalam","_All","_All","252","71","87","-5","76","-24"
"2020","Dec","ELICOS","Cameroon","_All","_All","4","4","10","100","31","100"
"2020","Dec","Non-award","Portugal","_All","_All","52","30","6","-29","7","-46"
"2020","Dec","Non-award","Antigua and Barbuda","_All","_All","4","4","100","","100",""
"2020","Dec","ELICOS","Montenegro","_All","_All","4","4","19","0","22","-50"
"2020","Dec","Higher Education","Norway","_All","_All","545","165","40","-23","23","-36"
"2020","Dec","ELICOS","Tunisia","_All","_All","4","4","5","","17",""
"2020","Dec","ELICOS","Lesotho","_All","_All","4","4","13","","33",""
"2020","Dec","Non-award","Seychelles","_All","_All","4","4","3","0","0","-100"
"2020","Dec","Higher Education","Swaziland","_All","_All","9","4","82","0","67","-50"
"2020","Dec","VET","Bulgaria","_All","_All","96","47","57","-15","59","-6"
"2020","Dec","VET","Japan","_All","_All","3980","2233","32","-10","33","-13"
"2020","Dec","Schools","Kyrgyzstan","_All","_All","4","4","5","0","0","-100"
"2020","Dec","Non-award","Israel","_All","_All","17","17","7","-37","15","-37"
"2020","Dec","VET","Switzerland","_All","_All","184","101","21","-14","21","-25"
"2020","Dec","Non-award","Italy","_All","_All","189","161","3","-49","4","-52"
"2020","Dec","Higher Education","Pakistan","_All","_All","10524","3431","53","-10","36","-24"
"2020","Dec","VET","Cameroon","_All","_All","4","4","10","-73","0","-100"
"2020","Dec","Non-award","Bahamas","_All","_All","4","4","17","","33",""
"2020","Dec","VET","East Timor","_All","_All","13","6","17","-19","17","-45"
"2020","Dec","Non-award","United States of America","_All","_All","3978","3317","45","-41","62","-48"
"2020","Dec","ELICOS","Venezuela","_All","_All","61","43","12","-50","19","-45"
"2020","Dec","VET","Montenegro","_All","_All","11","7","52","38","78","133"
"2020","Dec","Higher Education","Zambia","_All","_All","200","65","63","0","49","2"
"2020","Dec","ELICOS","Hong Kong","_All","_All","957","680","6","-19","10","-20"
"2020","Dec","Non-award","Egypt","_All","_All","17","11","4","-26","6","-35"
"2020","Dec","Higher Education","Oman","_All","_All","802","198","67","-7","38","-28"
"2020","Dec","Higher Education","Madagascar","_All","_All","13","5","65","18","71","0"
"2020","Dec","VET","Bahrain","_All","_All","7","4","17","0","19","-25"
"2020","Dec","Higher Education","Iraq","_All","_All","126","13","89","-50","59","-32"
"2020","Dec","VET","Mauritania","_All","_All","4","4","67","0","100","0"
"2020","Dec","VET","Mongolia","_All","_All","2311","1408","49","36","52","26"
"2020","Dec","ELICOS","Georgia","_All","_All","4","4","13","","33",""
"2020","Dec","Non-award","Kenya","_All","_All","94","54","2","-24","3","-32"
"2020","Dec","Schools","Venezuela","_All","_All","4","4","1","-25","0","-67"
"2020","Dec","Schools","Colombia","_All","_All","7","4","0","-63","0","-92"
"2020","Dec","Higher Education","Morocco","_All","_All","24","5","28","-20","10","-64"
"2020","Dec","Higher Education","Rwanda","_All","_All","25","7","78","-19","58","-42"
"2020","Dec","Schools","Japan","_All","_All","696","428","6","-18","6","-25"
"2020","Dec","ELICOS","France","_All","_All","922","514","19","-32","21","-46"
"2020","Dec","Non-award","China","_All","_All","13499","6962","6","-25","8","-36"
"2020","Dec","Non-award","Poland","_All","_All","40","30","3","-52","5","-57"
"2020","Dec","VET","Luxembourg","_All","_All","5","4","22","-29","38","-25"
"2020","Dec","Schools","East Timor","_All","_All","7","4","9","-50","6","-50"
"2020","Dec","VET","Latvia","_All","_All","63","31","73","-6","76","-26"
"2020","Dec","Non-award","Jamaica","_All","_All","4","4","13","-25","25","-25"
"2020","Dec","VET","Paraguay","_All","_All","21","13","24","17","31","8"
"2020","Dec","ELICOS","Panama","_All","_All","14","8","36","27","36","-11"
"2020","Dec","Schools","Nauru","_All","_All","30","22","71","36","81","69"
"2020","Dec","Higher Education","Lebanon","_All","_All","427","126","55","-14","39","-22"
"2020","Dec","Non-award","Belgium","_All","_All","68","61","12","-37","21","-41"
"2020","Dec","Non-award","Mauritius","_All","_All","16","6","1","-20","1","-63"
"2020","Dec","ELICOS","India","_All","_All","4028","2834","3","-44","4","-54"
"2020","Dec","ELICOS","El Salvador","_All","_All","28","20","34","4","45","-13"
"2020","Dec","Higher Education","Marshall Islands","_All","_All","4","4","100","","100",""
"2020","Dec","ELICOS","Colombia","_All","_All","15264","10240","46","-13","50","-24"
"2020","Dec","Higher Education","Belarus","_All","_All","13","5","41","-19","28","25"
"2020","Dec","Higher Education","Belize","_All","_All","5","4","63","67","67",""
"2020","Dec","Higher Education","Yemen","_All","_All","27","4","56","-21","30","-63"
"2020","Dec","Higher Education","Equatorial Guinea","_All","_All","4","4","33","","33",""
"2020","Dec","VET","Eritrea","_All","_All","4","4","20","0","",""
"2020","Dec","VET","Honduras","_All","_All","8","5","24","14","19","150"
"2020","Dec","Higher Education","Sierra Leone","_All","_All","14","4","56","8","40","0"
"2020","Dec","ELICOS","Bulgaria","_All","_All","34","17","20","-35","22","-54"
"2020","Dec","Schools","Luxembourg","_All","_All","4","4","9","-75","13","-86"
"2020","Dec","Higher Education","Namibia","_All","_All","11","4","73","-8","75","-25"
"2020","Dec","Higher Education","Germany","_All","_All","1103","381","30","-8","18","-21"
"2020","Dec","Non-award","Sweden","_All","_All","263","232","21","-56","36","-58"
"2020","Dec","Higher Education","Senegal","_All","_All","4","4","100","100","100",""
"2020","Dec","Higher Education","Kiribati","_All","_All","4","4","9","-67","14","0"
"2020","Dec","ELICOS","United Arab Emirates","_All","_All","11","8","3","-71","6","-58"
"2020","Dec","VET","Bhutan","_All","_All","1778","1006","42","17","53","8"
"2020","Dec","ELICOS","Algeria","_All","_All","8","4","31","0","30","-63"
"2020","Dec","Higher Education","Iran","_All","_All","1999","446","84","-11","64","-23"
"2020","Dec","Non-award","Solomon Islands","_All","_All","4","4","2","0","4","100"
"2020","Dec","VET","France","_All","_All","2394","1295","49","-3","52","-10"
"2020","Dec","Higher Education","Kosovo","_All","_All","4","4","50","-25","33","0"
"2020","Dec","Higher Education","Dominica","_All","_All","4","4","25","-50","0",""
"2020","Dec","Schools","Hong Kong","_All","_All","1140","567","8","3","9","9"
"2020","Dec","VET","Kenya","_All","_All","1352","617","32","-18","38","-22"
"2020","Dec","ELICOS","Denmark","_All","_All","10","5","2","-38","2","-55"
"2020","Dec","VET","Lebanon","_All","_All","246","137","32","14","42","20"
"2020","Dec","Higher Education","Turkmenistan","_All","_All","4","4","50","","100",""
"2020","Dec","Non-award","Colombia","_All","_All","56","47","0","-20","0","-19"
"2020","Dec","Schools","Other","_All","_All","5","4","9","150","10","200"
"2020","Dec","Non-award","Zimbabwe","_All","_All","29","14","2","-17","3","-30"
"2020","Dec","VET","St Lucia","_All","_All","4","4","40","0","0","-100"
"2020","Dec","Schools","Taiwan","_All","_All","271","96","2","-18","1","-38"
"2020","Dec","Schools","Iran","_All","_All","41","16","2","-38","2","-16"
"2020","Dec","Schools","Russian Federation","_All","_All","43","21","4","-14","5","-9"
"2020","Dec","Higher Education","Turkey","_All","_All","363","117","13","-13","7","-20"
"2020","Dec","ELICOS","China","_All","_All","24664","14681","11","-41","16","-50"
"2020","Dec","Higher Education","Paraguay","_All","_All","50","19","57","-28","45","-54"
"2020","Dec","ELICOS","Burkina Faso","_All","_All","4","4","60","","60",""
"2020","Dec","ELICOS","Israel","_All","_All","20","12","9","-46","11","-56"
"2020","Dec","ELICOS","United Kingdom","_All","_All","18","15","0","-10","0","-6"
"2020","Dec","ELICOS","Armenia","_All","_All","4","4","6","-50","17","0"
"2020","Dec","VET","Norway","_All","_All","121","66","9","-9","9","-20"
"2020","Dec","VET","Iceland","_All","_All","4","4","13","-43","23","-25"
"2020","Dec","ELICOS","Bosnia and Herzegovina","_All","_All","5","4","8","-58","13","-50"
"2020","Dec","Higher Education","Guyana","_All","_All","4","4","100","100","100",""
"2020","Dec","VET","Nepal","_All","_All","32499","16353","46","12","54","2"
"2020","Dec","Non-award","Uganda","_All","_All","8","8","4","14","11","100"
"2020","Dec","ELICOS","Ireland","_All","_All","4","4","0","300","1","300"
"2020","Dec","ELICOS","Singapore","_All","_All","21","10","0","-40","0","-62"
"2020","Dec","Higher Education","Somalia","_All","_All","4","4","14","-50","0",""
"2020","Dec","VET","Korea, Democratic People's Republic of (North)","_All","_All","4","4","80","300","75","200"
"2020","Dec","Schools","Ethiopia","_All","_All","4","4","1","-25","0","-100"
"2020","Dec","ELICOS","Azerbaijan","_All","_All","4","4","7","-25","17","0"
"2020","Dec","Non-award","Greece","_All","_All","6","4","1","-75","1","-89"
"2020","Dec","Higher Education","Guinea-Bissau","_All","_All","4","4","100","0","","-100"
"2020","Dec","Schools","Macau","_All","_All","60","22","7","-23","7","-42"
"2020","Dec","Non-award","Slovenia","_All","_All","6","6","6","-45","13","-25"
"2020","Dec","Schools","Brazil","_All","_All","218","199","1","-32","1","-33"
"2020","Dec","Higher Education","Ukraine","_All","_All","79","17","40","-28","21","-51"
"2020","Dec","Non-award","United Arab Emirates","_All","_All","77","46","21","-6","35","-4"
"2020","Dec","Higher Education","Georgia","_All","_All","5","4","63","-29","33","0"
"2020","Dec","ELICOS","South Africa","_All","_All","7","4","1","-30","1","-70"
"2020","Dec","VET","Serbia","_All","_All","72","44","44","16","57","33"
"2020","Dec","Higher Education","Papua New Guinea","_All","_All","594","201","46","-5","37","-14"
"2020","Dec","Higher Education","Ghana","_All","_All","427","98","79","-12","61","-31"
"2020","Dec","ELICOS","Malaysia","_All","_All","2023","1352","8","-32","13","-37"
"2020","Dec","VET","Nauru","_All","_All","4","4","7","-25","4","-50"
"2020","Dec","VET","Myanmar","_All","_All","1042","686","33","80","45","61"
"2020","Dec","Schools","Finland","_All","_All","4","4","1","-67","0","-100"
"2020","Dec","Higher Education","Other","_All","_All","18","8","33","0","28","100"
"2020","Dec","ELICOS","Pakistan","_All","_All","823","653","4","-26","7","-35"
"2020","Dec","Schools","Philippines","_All","_All","98","39","0","-3","0","-11"
"2020","Dec","Higher Education","France","_All","_All","970","328","20","-10","13","-25"
"2020","Dec","ELICOS","Cyprus","_All","_All","6","4","10","0","14","33"
"2020","Dec","VET","Czech Republic","_All","_All","756","371","63","-24","56","-28"
"2020","Dec","Higher Education","Taiwan","_All","_All","3652","1393","23","4","18","-7"
"2020","Dec","ELICOS","Belgium","_All","_All","78","35","14","-39","12","-57"
"2020","Dec","Schools","Ghana","_All","_All","4","4","1","200","2","200"
"2020","Dec","Schools","Papua New Guinea","_All","_All","379","146","30","-11","27","-6"
"2020","Dec","Non-award","Andorra","_All","_All","4","4","10","0","17","0"
"2020","Dec","ELICOS","Afghanistan","_All","_All","4","4","12","100","22","100"
"2020","Dec","Higher Education","Brazil","_All","_All","2102","730","6","1","4","-9"
"2020","Dec","Higher Education","Trinidad and Tobago","_All","_All","12","4","52","-25","11","-86"
"2020","Dec","Higher Education","Moldova","_All","_All","4","4","25","0","0",""
"2020","Dec","Higher Education","Mauritania","_All","_All","4","4","33","-50","0","-100"
"2020","Dec","Schools","Ukraine","_All","_All","4","4","2","-50","0","-100"
"2020","Dec","ELICOS","French Polynesia","_All","_All","4","4","50","","50",""
"2020","Dec","Higher Education","Eritrea","_All","_All","4","4","80","0","","-100"
"2020","Dec","ELICOS","Solomon Islands","_All","_All","4","4","2","-63","4","-71"
"2020","Dec","Schools","Romania","_All","_All","4","4","1","-50","1","0"
"2020","Dec","VET","Bahamas","_All","_All","4","4","50","50","67","0"
"2020","Dec","Non-award","Slovakia","_All","_All","9","5","1","-47","1","-67"
"2020","Dec","ELICOS","Lithuania","_All","_All","49","35","8","-47","13","-47"
"2020","Dec","VET","Costa Rica","_All","_All","20","13","43","-17","62","0"
"2020","Dec","Higher Education","Mongolia","_All","_All","683","274","14","0","10","5"
"2020","Dec","Non-award","Panama","_All","_All","4","4","3","-80","5","-75"
"2020","Dec","Schools","France","_All","_All","31","22","1","-57","1","-56"
"2020","Dec","VET","Suriname","_All","_All","4","4","44","300","75","200"
"2020","Dec","VET","Singapore","_All","_All","372","185","5","-13","8","-31"
"2020","Dec","Schools","Laos","_All","_All","27","13","3","-7","3","63"
"2020","Dec","VET","Croatia","_All","_All","64","36","59","23","62","9"
"2020","Dec","VET","Uzbekistan","_All","_All","37","20","19","9","29","0"
"2020","Dec","Schools","Mongolia","_All","_All","7","4","0","-36","0","-40"
"2020","Dec","Higher Education","Russian Federation","_All","_All","591","172","59","-17","39","-15"
"2020","Dec","ELICOS","Thailand","_All","_All","6282","3525","28","-31","31","-47"
"2020","Dec","VET","Sri Lanka","_All","_All","5586","3387","34","29","52","18"
"2020","Dec","Higher Education","Hong Kong","_All","_All","9027","3255","61","2","49","6"
"2020","Dec","Higher Education","Indonesia","_All","_All","10331","3400","47","-3","35","-20"
"2020","Dec","ELICOS","Morocco","_All","_All","30","25","35","76","49","56"
"2020","Dec","Non-award","Somalia","_All","_All","4","4","14","","20",""
"2020","Dec","Non-award","Venezuela","_All","_All","5","4","1","0","2","33"
"2020","Dec","ELICOS","United States of America","_All","_All","34","17","0","-54","0","-69"
"2020","Dec","Higher Education","Mozambique","_All","_All","39","11","78","8","61","57"
"2020","Dec","ELICOS","North Macedonia","_All","_All","69","45","20","-31","26","-45"
"2020","Dec","VET","Mozambique","_All","_All","4","4","8","-20","17","-25"
"2020","Dec","Higher Education","Romania","_All","_All","66","26","42","-4","35","-19"
"2020","Dec","ELICOS","Iran","_All","_All","80","63","3","-30","9","-28"
"2020","Dec","VET","Estonia","_All","_All","390","186","88","-14","88","-20"
"2020","Dec","Higher Education","Benin","_All","_All","4","4","100","0","","-100"
"2020","Dec","ELICOS","Germany","_All","_All","180","99","5","-35","5","-49"
"2020","Dec","Higher Education","Jamaica","_All","_All","14","4","61","-33","33","-20"
"2020","Dec","ELICOS","Korea, Republic of (South)","_All","_All","3554","2396","15","-33","20","-40"
"2020","Dec","ELICOS","Lebanon","_All","_All","91","58","12","-24","18","-35"
