"Year","Month","Sector","Nationality","Level Of Study","Broad Field Of Education","Enrolments","Commencements","EnrolmentsShare","EnrolmentsGrowth","CommencementsShare","CommencementsGrowth"
"2020","Dec","Higher Education","Nicaragua","_All","Natural and Physical Sciences","4","4","100","200","100","100"
"2020","Dec","VET","Nicaragua","_All","Management and Commerce","4","4","67","100","75","200"
"2020","Dec","VET","Nicaragua","_All","Society and Culture","4","4","33","100","25",""
"2020","Dec","ELICOS","Niger","_All","Society and Culture","4","4","100","","100",""
"2020","Dec","ELICOS","Nigeria","_All","Society and Culture","49","43","100","-36","100","-35"
"2020","Dec","Higher Education","Nigeria","_All","Mixed Field Programmes","22","7","1","47","1","75"
"2020","Dec","Higher Education","Nigeria","_All","Management and Commerce","311","100","18","-25","18","-32"
"2020","Dec","Higher Education","Nigeria","_All","Society and Culture","305","108","17","2","19","7"
"2020","Dec","Higher Education","Nigeria","_All","Natural and Physical Sciences","102","32","6","-10","6","-46"
"2020","Dec","Higher Education","Nigeria","_All","Architecture and Building","26","6","1","-26","1","-50"
"2020","Dec","Higher Education","Nigeria","_All","Health","392","117","22","-5","20","-9"
"2020","Dec","Higher Education","Nigeria","_All","Creative Arts","26","15","1","18","3","114"
"2020","Dec","Higher Education","Nigeria","_All","Engineering and Related Technologies","171","44","10","-15","8","-41"
"2020","Dec","Higher Education","Nigeria","_All","_Dual Qualification","48","16","3","-17","3","-16"
"2020","Dec","Higher Education","Nigeria","_All","Agriculture, Environmental and Related Studies","30","10","2","-19","2","-33"
"2020","Dec","Higher Education","Nigeria","_All","Education","40","10","2","-2","2","-17"
"2020","Dec","Higher Education","Nigeria","_All","Information Technology","281","106","16","-4","19","-12"
"2020","Dec","Non-award","Nigeria","_All","Society and Culture","5","4","21","400","25","300"
"2020","Dec","Non-award","Nigeria","_All","Mixed Field Programmes","18","11","75","-18","69","-27"
"2020","Dec","Non-award","Nigeria","_All","Education","4","4","4","","6",""
"2020","Dec","Schools","Nigeria","_All","Education","4","4","50","0","50","-50"
"2020","Dec","Schools","Nigeria","_All","Mixed Field Programmes","4","4","50","-40","50","0"
"2020","Dec","VET","Nigeria","_All","Management and Commerce","218","110","41","-12","42","-1"
"2020","Dec","VET","Nigeria","_All","Education","33","21","6","18","8","62"
"2020","Dec","VET","Nigeria","_All","Information Technology","22","10","4","-4","4","-33"
"2020","Dec","VET","Nigeria","_All","Architecture and Building","9","4","2","-36","0","-86"
"2020","Dec","VET","Nigeria","_All","Engineering and Related Technologies","50","31","9","-14","12","-3"
"2020","Dec","VET","Nigeria","_All","Natural and Physical Sciences","4","4","0","0","0","-100"
"2020","Dec","VET","Nigeria","_All","Food, Hospitality and Personal Services","18","7","3","-33","3","-42"
"2020","Dec","VET","Nigeria","_All","Society and Culture","140","64","26","-17","25","-16"
"2020","Dec","VET","Nigeria","_All","Creative Arts","4","4","0","0","0","0"
"2020","Dec","VET","Nigeria","_All","Health","36","14","7","-38","5","-22"
"2020","Dec","ELICOS","North Macedonia","_All","Society and Culture","69","45","100","-31","100","-45"
"2020","Dec","Higher Education","North Macedonia","_All","Health","9","4","9","-18","11","100"
"2020","Dec","Higher Education","North Macedonia","_All","Engineering and Related Technologies","5","4","5","25","3","0"
"2020","Dec","Higher Education","North Macedonia","_All","Mixed Field Programmes","4","4","1","0","0",""
"2020","Dec","Higher Education","North Macedonia","_All","Natural and Physical Sciences","4","4","2","-33","0","-100"
"2020","Dec","Higher Education","North Macedonia","_All","Society and Culture","7","4","7","-13","8","50"
"2020","Dec","Higher Education","North Macedonia","_All","_Dual Qualification","4","4","4","0","3","-67"
"2020","Dec","Higher Education","North Macedonia","_All","Agriculture, Environmental and Related Studies","4","4","2","100","3","0"
"2020","Dec","Higher Education","North Macedonia","_All","Education","8","5","8","60","14","150"
"2020","Dec","Higher Education","North Macedonia","_All","Information Technology","13","6","13","-7","17","50"
"2020","Dec","Higher Education","North Macedonia","_All","Architecture and Building","4","4","3","50","6",""
"2020","Dec","Higher Education","North Macedonia","_All","Creative Arts","7","4","7","0","6","-50"
"2020","Dec","Higher Education","North Macedonia","_All","Management and Commerce","36","11","37","-8","31","-39"
"2020","Dec","Non-award","North Macedonia","_All","Mixed Field Programmes","4","4","100","","100",""
"2020","Dec","VET","North Macedonia","_All","Information Technology","16","5","9","-30","6","-55"
"2020","Dec","VET","North Macedonia","_All","Society and Culture","18","10","10","50","11","-9"
"2020","Dec","VET","North Macedonia","_All","Management and Commerce","112","52","61","-8","59","-16"
"2020","Dec","VET","North Macedonia","_All","Food, Hospitality and Personal Services","15","9","8","7","10","0"
"2020","Dec","VET","North Macedonia","_All","Architecture and Building","6","4","3","-33","2","-60"
"2020","Dec","VET","North Macedonia","_All","Creative Arts","4","4","1","-50","2","100"
"2020","Dec","VET","North Macedonia","_All","Engineering and Related Technologies","4","4","2","0","2","0"
"2020","Dec","VET","North Macedonia","_All","Health","6","4","3","-33","1","-80"
"2020","Dec","VET","North Macedonia","_All","Education","4","4","2","-25","3","200"
"2020","Dec","VET","North Macedonia","_All","Natural and Physical Sciences","4","4","1","","1",""
"2020","Dec","VET","North Macedonia","_All","Agriculture, Environmental and Related Studies","4","4","1","","1",""
"2020","Dec","ELICOS","Norway","_All","Society and Culture","25","13","100","-11","100","-24"
"2020","Dec","Higher Education","Norway","_All","Health","34","12","6","-29","7","-52"
"2020","Dec","Higher Education","Norway","_All","_Dual Qualification","33","8","6","3","5","-38"
"2020","Dec","Higher Education","Norway","_All","Creative Arts","58","23","11","-8","14","0"
"2020","Dec","Higher Education","Norway","_All","Engineering and Related Technologies","27","4","5","-21","2","-60"
"2020","Dec","Higher Education","Norway","_All","Agriculture, Environmental and Related Studies","8","6","1","14","4",""
"2020","Dec","Higher Education","Norway","_All","Architecture and Building","18","10","3","0","6","150"
"2020","Dec","Higher Education","Norway","_All","Management and Commerce","141","33","26","-32","20","-50"
"2020","Dec","Higher Education","Norway","_All","Mixed Field Programmes","27","20","5","4","12","-5"
"2020","Dec","Higher Education","Norway","_All","Education","4","4","0","-60","1","-50"
"2020","Dec","Higher Education","Norway","_All","Natural and Physical Sciences","59","8","11","-21","5","-69"
"2020","Dec","Higher Education","Norway","_All","Information Technology","20","6","4","-26","4","-25"
"2020","Dec","Higher Education","Norway","_All","Society and Culture","118","34","22","-28","21","-41"
"2020","Dec","Non-award","Norway","_All","Mixed Field Programmes","466","353","75","-57","76","-63"
"2020","Dec","Non-award","Norway","_All","Education","98","76","16","-49","16","-50"
"2020","Dec","Non-award","Norway","_All","Society and Culture","54","38","9","-66","8","-74"
"2020","Dec","Schools","Norway","_All","Mixed Field Programmes","52","4","100","-63","100","-98"
"2020","Dec","VET","Norway","_All","Creative Arts","4","4","3","33","3","0"
"2020","Dec","VET","Norway","_All","Society and Culture","68","33","56","-28","50","-44"
"2020","Dec","VET","Norway","_All","Management and Commerce","26","17","21","44","26","42"
"2020","Dec","VET","Norway","_All","Health","4","4","3","300","6",""
"2020","Dec","VET","Norway","_All","Information Technology","4","4","2","100","2","0"
"2020","Dec","VET","Norway","_All","Architecture and Building","4","4","2","-25","2","-67"
"2020","Dec","VET","Norway","_All","Agriculture, Environmental and Related Studies","4","4","2","100","2","0"
"2020","Dec","VET","Norway","_All","Education","4","4","1","-67","0","-100"
"2020","Dec","VET","Norway","_All","Engineering and Related Technologies","4","4","3","-20","3","0"
"2020","Dec","VET","Norway","_All","Food, Hospitality and Personal Services","7","5","6","133","8","400"
"2020","Dec","ELICOS","Oman","_All","Society and Culture","193","179","100","62","100","54"
"2020","Dec","Higher Education","Oman","_All","Creative Arts","17","4","2","-43","1","-80"
"2020","Dec","Higher Education","Oman","_All","Health","24","5","3","-25","3","-62"
"2020","Dec","Higher Education","Oman","_All","Information Technology","49","11","6","-6","6","-62"
"2020","Dec","Higher Education","Oman","_All","Society and Culture","61","23","8","13","12","92"
"2020","Dec","Higher Education","Oman","_All","Engineering and Related Technologies","351","85","44","-1","43","-15"
"2020","Dec","Higher Education","Oman","_All","Mixed Field Programmes","4","4","0","-60","0",""
"2020","Dec","Higher Education","Oman","_All","_Dual Qualification","13","4","2","0","2","-57"
"2020","Dec","Higher Education","Oman","_All","Education","14","4","2","8","1","-80"
"2020","Dec","Higher Education","Oman","_All","Management and Commerce","194","51","24","-14","26","-31"
"2020","Dec","Higher Education","Oman","_All","Agriculture, Environmental and Related Studies","7","4","1","-50","1","-67"
"2020","Dec","Higher Education","Oman","_All","Natural and Physical Sciences","59","9","7","-12","5","-53"
"2020","Dec","Higher Education","Oman","_All","Architecture and Building","11","7","1","57","4","75"
"2020","Dec","Non-award","Oman","_All","Education","9","7","5","200","5","250"
"2020","Dec","Non-award","Oman","_All","Mixed Field Programmes","182","125","95","-1","95","34"
"2020","Dec","VET","Oman","_All","Engineering and Related Technologies","4","4","5","-67","7",""
"2020","Dec","VET","Oman","_All","Management and Commerce","17","14","89","467","93","367"
"2020","Dec","VET","Oman","_All","Architecture and Building","4","4","5","0","0","-100"
"2020","Dec","ELICOS","Other","_All","Society and Culture","7","6","100","75","100","100"
"2020","Dec","Higher Education","Other","_All","Engineering and Related Technologies","4","4","6","0","0",""
"2020","Dec","Higher Education","Other","_All","Natural and Physical Sciences","4","4","11","-33","0",""
"2020","Dec","Higher Education","Other","_All","Society and Culture","4","4","6","0","0","-100"
"2020","Dec","Higher Education","Other","_All","Architecture and Building","4","4","6","0","0",""
"2020","Dec","Higher Education","Other","_All","_Dual Qualification","4","4","6","0","0",""
"2020","Dec","Higher Education","Other","_All","Management and Commerce","5","4","28","-29","38","50"
"2020","Dec","Higher Education","Other","_All","Information Technology","4","4","22","0","25","100"
"2020","Dec","Higher Education","Other","_All","Education","4","4","6","","13",""
"2020","Dec","Higher Education","Other","_All","Health","4","4","11","","25",""
"2020","Dec","Schools","Other","_All","Mixed Field Programmes","5","4","100","150","100","200"
"2020","Dec","VET","Other","_All","Information Technology","4","4","4","0","0","-100"
"2020","Dec","VET","Other","_All","Society and Culture","5","4","20","25","17","0"
"2020","Dec","VET","Other","_All","Engineering and Related Technologies","4","4","8","-50","8","0"
"2020","Dec","VET","Other","_All","Food, Hospitality and Personal Services","6","5","24","100","42","150"
"2020","Dec","VET","Other","_All","Management and Commerce","9","4","36","0","17","-67"
"2020","Dec","VET","Other","_All","Education","4","4","8","","17",""
"2020","Dec","ELICOS","Pakistan","_All","Society and Culture","823","653","100","-26","100","-35"
"2020","Dec","Higher Education","Pakistan","_All","Creative Arts","130","56","1","6","2","-16"
"2020","Dec","Higher Education","Pakistan","_All","Engineering and Related Technologies","1879","527","18","-13","15","-33"
"2020","Dec","Higher Education","Pakistan","_All","Natural and Physical Sciences","344","115","3","-5","3","-14"
"2020","Dec","Higher Education","Pakistan","_All","Information Technology","3232","1028","31","-1","30","-33"
"2020","Dec","Higher Education","Pakistan","_All","Management and Commerce","3686","1221","35","-20","36","-19"
"2020","Dec","Higher Education","Pakistan","_All","_Dual Qualification","123","38","1","-2","1","9"
"2020","Dec","Higher Education","Pakistan","_All","Agriculture, Environmental and Related Studies","80","23","1","-4","1","-26"
"2020","Dec","Higher Education","Pakistan","_All","Health","338","144","3","3","4","2"
"2020","Dec","Higher Education","Pakistan","_All","Architecture and Building","90","28","1","-3","1","-32"
"2020","Dec","Higher Education","Pakistan","_All","Mixed Field Programmes","48","24","0","45","1","200"
"2020","Dec","Higher Education","Pakistan","_All","Education","103","45","1","12","1","7"
"2020","Dec","Higher Education","Pakistan","_All","Society and Culture","471","182","4","11","5","16"
"2020","Dec","Non-award","Pakistan","_All","Management and Commerce","9","8","3","-18","5","-11"
"2020","Dec","Non-award","Pakistan","_All","Education","4","4","1","-33","1","-50"
"2020","Dec","Non-award","Pakistan","_All","Mixed Field Programmes","242","144","88","-24","87","-28"
"2020","Dec","Non-award","Pakistan","_All","Society and Culture","20","12","7","150","7","50"
"2020","Dec","Non-award","Pakistan","_All","Engineering and Related Technologies","4","4","0","","1",""
"2021","Sep","_All","_All","_All","_All","679734","247463","100","0","100","0"
"2021","Sep","_All","Ireland","_All","_All","1101","416","0","-13","0","-34"
"2021","Sep","_All","Sudan","_All","_All","90","24","0","-10","0","-41"
"2021","Sep","_All","Malta","_All","_All","19","8","0","0","0","0"
"2021","Sep","_All","Malawi","_All","_All","72","17","0","-22","0","-53"
"2021","Sep","_All","Barbados","_All","_All","4","4","0","-60","0","-100"
"2021","Sep","_All","Myanmar","_All","_All","2123","719","0","-28","0","-47"
"2021","Sep","_All","North Macedonia","_All","_All","258","91","0","-21","0","-39"
"2021","Sep","_All","Morocco","_All","_All","70","28","0","-8","0","-33"
"2021","Sep","_All","Serbia","_All","_All","110","36","0","-31","0","-50"
"2021","Sep","_All","Denmark","_All","_All","148","47","0","-68","0","-85"
"2021","Sep","_All","Nauru","_All","_All","36","15","0","-12","0","-44"
"2021","Sep","_All","Armenia","_All","_All","15","7","0","-6","0","40"
"2021","Sep","_All","Vietnam","_All","_All","23769","8522","3","-16","3","-28"
"2021","Sep","_All","Bosnia and Herzegovina","_All","_All","53","27","0","-13","0","-4"
"2021","Sep","_All","Singapore","_All","_All","6135","1684","1","-17","1","-30"
"2021","Sep","_All","Czech Republic","_All","_All","626","270","0","-43","0","-52"
"2021","Sep","_All","Israel","_All","_All","203","99","0","-8","0","4"
"2021","Sep","_All","Burundi","_All","_All","14","6","0","27","0","0"
"2021","Sep","_All","Argentina","_All","_All","1649","826","0","-6","0","-19"
"2021","Sep","_All","Chad","_All","_All","6","4","0","200","0","100"
"2021","Sep","_All","Jordan","_All","_All","435","123","0","-21","0","-39"
"2021","Sep","_All","Senegal","_All","_All","4","4","0","-60","0","-67"
"2021","Sep","_All","Dominica","_All","_All","4","4","0","-67","0","-100"
"2021","Sep","_All","Bahrain","_All","_All","22","6","0","-48","0","-60"
"2021","Sep","_All","Indonesia","_All","_All","18126","6507","3","-14","3","-25"
"2021","Sep","_All","Trinidad and Tobago","_All","_All","17","5","0","-26","0","-44"
"2021","Sep","_All","France","_All","_All","3130","1408","0","-30","1","-32"
"2021","Sep","_All","Somalia","_All","_All","9","4","0","29","0","-20"
"2021","Sep","_All","Papua New Guinea","_All","_All","1039","317","0","-17","0","-38"
"2021","Sep","_All","Ukraine","_All","_All","151","60","0","-18","0","-8"
"2021","Sep","_All","St Vincent and the Grenadines","_All","_All","4","4","0","0","0","0"
"2021","Sep","_All","Russian Federation","_All","_All","772","271","0","-19","0","-28"
"2021","Sep","_All","Guyana","_All","_All","4","4","0","0","0","0"
"2021","Sep","_All","Mozambique","_All","_All","43","12","0","-12","0","-29"
"2021","Sep","_All","Mauritania","_All","_All","4","4","0","-50","0",""
"2021","Sep","_All","Paraguay","_All","_All","59","24","0","-28","0","-35"
"2021","Sep","_All","Ghana","_All","_All","461","101","0","-13","0","-31"
"2021","Sep","_All","Brazil","_All","_All","20293","8654","3","-34","3","-44"
"2021","Sep","_All","Turkey","_All","_All","1828","839","0","-28","0","-36"
"2021","Sep","_All","Guinea-Bissau","_All","_All","4","4","0","0","0",""
"2021","Sep","_All","Turkmenistan","_All","_All","4","4","0","100","0","100"
"2021","Sep","_All","Taiwan","_All","_All","11062","4571","2","-23","2","-32"
"2021","Sep","_All","Other","_All","_All","51","20","0","-23","0","-23"
"2021","Sep","_All","Moldova","_All","_All","4","4","0","0","0","100"
"2021","Sep","_All","Italy","_All","_All","5063","2251","1","-21","1","-30"
"2021","Sep","_All","Finland","_All","_All","245","93","0","-38","0","-54"
"2021","Sep","_All","Andorra","_All","_All","4","4","0","-70","0","-67"
"2021","Sep","_All","Nicaragua","_All","_All","9","4","0","-40","0","-70"
"2021","Sep","_All","Guinea","_All","_All","6","4","0","0","0","0"
"2021","Sep","_All","Zimbabwe","_All","_All","1021","301","0","-12","0","-25"
"2021","Sep","_All","Tuvalu","_All","_All","14","5","0","8","0","25"
"2021","Sep","_All","Laos","_All","_All","536","226","0","-27","0","-42"
"2021","Sep","_All","Fiji","_All","_All","918","318","0","-10","0","-33"
"2021","Sep","_All","Poland","_All","_All","816","312","0","-28","0","-37"
"2021","Sep","_All","Angola","_All","_All","4","4","0","0","0","-100"
"2021","Sep","_All","Bangladesh","_All","_All","6803","2136","1","-10","1","-16"
"2021","Sep","_All","Kyrgyzstan","_All","_All","19","9","0","-10","0","13"
"2021","Sep","_All","Chile","_All","_All","3712","1822","1","-26","1","-33"
"2021","Sep","_All","Seychelles","_All","_All","22","9","0","-37","0","-25"
"2021","Sep","_All","Egypt","_All","_All","413","122","0","-10","0","-29"
"2021","Sep","_All","Dominican Republic","_All","_All","6","4","0","-14","0","-40"
"2021","Sep","_All","United Kingdom (Other)","_All","_All","4","4","0","-33","0","-100"
"2021","Sep","_All","Cuba","_All","_All","4","4","0","-57","0","-80"
"2021","Sep","_All","Gambia","_All","_All","4","4","0","-50","0",""
"2021","Sep","_All","Greece","_All","_All","368","121","0","-36","0","-47"
"2021","Sep","_All","Vanuatu","_All","_All","21","7","0","-16","0","-30"
"2021","Sep","_All","Tajikistan","_All","_All","5","4","0","150","0","50"
"2021","Sep","_All","Spain","_All","_All","2297","1033","0","-59","0","-66"
"2021","Sep","_All","Sweden","_All","_All","647","211","0","-46","0","-66"
"2021","Sep","_All","Libya","_All","_All","4","4","0","-71","0","-50"
"2021","Sep","_All","Burkina Faso","_All","_All","4","4","0","-25","0","-100"
"2021","Sep","_All","Panama","_All","_All","27","10","0","-27","0","-50"
"2021","Sep","_All","Colombia","_All","_All","21779","10665","3","-25","4","-37"
"2021","Sep","_All","Uganda","_All","_All","179","51","0","1","0","-24"
"2021","Sep","_All","Belgium","_All","_All","347","127","0","-31","0","-48"
"2021","Sep","_All","Kazakhstan","_All","_All","170","56","0","-9","0","-33"
"2021","Sep","_All","Albania","_All","_All","66","19","0","-21","0","-46"
"2021","Sep","_All","Eritrea","_All","_All","4","4","0","-80","0",""
"2021","Sep","_All","Luxembourg","_All","_All","11","4","0","-50","0","-71"
"2021","Sep","_All","Costa Rica","_All","_All","38","12","0","-17","0","-40"
"2021","Sep","_All","El Salvador","_All","_All","57","20","0","-22","0","-43"
"2021","Sep","_All","Falkland Islands","_All","_All","4","4","0","0","0","-100"
"2021","Sep","_All","Venezuela","_All","_All","282","97","0","-44","0","-51"
"2021","Sep","_All","Montenegro","_All","_All","12","4","0","-33","0","-50"
"2021","Sep","_All","Canada","_All","_All","3383","949","0","-24","0","-51"
"2021","Sep","_All","Grenada","_All","_All","4","4","0","0","0","-100"
"2021","Sep","_All","Korea, Democratic People's Republic of (North)","_All","_All","4","4","0","33","0","0"
"2021","Sep","_All","Lithuania","_All","_All","332","105","0","-45","0","-54"
"2021","Sep","_All","Samoa ","_All","_All","20","9","0","43","0","-18"
"2021","Sep","_All","Nigeria","_All","_All","2035","717","0","-12","0","-14"
"2021","Sep","_All","Ethiopia","_All","_All","174","26","0","-19","0","-19"
"2021","Sep","_All","United Arab Emirates","_All","_All","294","100","0","-17","0","-19"
"2021","Sep","_All","Cameroon","_All","_All","32","6","0","-18","0","-50"
"2021","Sep","_All","Iceland","_All","_All","14","5","0","-53","0","-62"
"2021","Sep","_All","Syria","_All","_All","23","7","0","10","0","133"
"2021","Sep","_All","Mongolia","_All","_All","3145","1354","0","-25","1","-38"
"2021","Sep","_All","Tunisia","_All","_All","11","4","0","-45","0","-33"
"2021","Sep","_All","Uzbekistan","_All","_All","149","44","0","-21","0","-29"
"2021","Sep","_All","Tonga","_All","_All","50","21","0","-14","0","-13"
"2021","Sep","_All","Kenya","_All","_All","3395","1093","0","-16","0","-27"
"2021","Sep","_All","Bulgaria","_All","_All","98","41","0","-34","0","-34"
"2021","Sep","_All","Mauritius","_All","_All","1742","594","0","-19","0","-29"
"2021","Sep","_All","Hong Kong","_All","_All","13368","5116","2","-6","2","-15"
"2021","Sep","_All","Jamaica","_All","_All","15","4","0","-29","0","-80"
"2021","Sep","_All","Georgia","_All","_All","5","4","0","-38","0","-67"
"2021","Sep","_All","Macau","_All","_All","735","233","0","-16","0","-25"
"2021","Sep","_All","Portugal","_All","_All","620","214","0","-24","0","-40"
"2021","Sep","_All","Algeria","_All","_All","18","7","0","-22","0","0"
"2021","Sep","_All","Romania","_All","_All","120","45","0","-24","0","-38"
"2021","Sep","_All","Niger","_All","_All","4","4","0","-67","0","-100"
"2021","Sep","_All","St Lucia","_All","_All","4","4","0","-20","0","0"
"2021","Sep","_All","Lesotho","_All","_All","5","4","0","-29","0","-50"
"2021","Sep","_All","Hungary","_All","_All","191","75","0","-31","0","-37"
"2021","Sep","_All","Belize","_All","_All","4","4","0","-57","0","0"
"2021","Sep","_All","Kiribati","_All","_All","11","5","0","0","0","-29"
"2021","Sep","_All","Belarus","_All","_All","20","7","0","-33","0","-56"
"2021","Sep","_All","Sierra Leone","_All","_All","25","12","0","0","0","20"
"2021","Sep","_All","Kosovo","_All","_All","4","4","0","-20","0","-50"
"2021","Sep","_All","Rwanda","_All","_All","26","8","0","-13","0","-20"
"2021","Sep","_All","Equatorial Guinea","_All","_All","4","4","0","0","0","-67"
"2021","Sep","_All","Swaziland","_All","_All","8","4","0","-27","0","-67"
"2021","Sep","_All","Namibia","_All","_All","8","4","0","-38","0","-100"
"2021","Sep","_All","Oman","_All","_All","875","224","0","-25","0","-54"
"2021","Sep","_All","Germany","_All","_All","1990","746","0","-44","0","-61"
"2021","Sep","_All","Lebanon","_All","_All","565","197","0","-22","0","-29"
"2021","Sep","_All","St Kitts and Nevis","_All","_All","4","4","0","0","0","50"
"2021","Sep","_All","Iran","_All","_All","1992","622","0","-12","0","7"
"2021","Sep","_All","Kuwait","_All","_All","358","133","0","-12","0","25"
"2021","Sep","_All","Brunei Darussalam","_All","_All","250","69","0","-13","0","-26"
"2021","Sep","_All","Madagascar","_All","_All","16","4","0","-24","0","-50"
"2021","Sep","_All","Philippines","_All","_All","19087","7175","3","-16","3","-25"
"2021","Sep","_All","Iraq","_All","_All","100","27","0","-29","0","23"
"2021","Sep","_All","Norway","_All","_All","425","106","0","-68","0","-85"
"2021","Sep","_All","Yemen","_All","_All","24","6","0","-50","0","-40"
"2021","Sep","_All","Gaza Strip and West Bank","_All","_All","26","8","0","-21","0","-27"
"2021","Sep","_All","Marshall Islands","_All","_All","4","4","0","0","0","-100"
"2021","Sep","_All","Bolivia","_All","_All","63","27","0","-32","0","-49"
"2021","Sep","_All","Zambia","_All","_All","241","65","0","-21","0","-46"
"2021","Sep","_All","Togo","_All","_All","4","4","0","0","0","-100"
"2021","Sep","_All","Zaire","_All","_All","4","4","0","0","0",""
"2021","Sep","_All","Thailand","_All","_All","14739","6333","2","-28","3","-34"
"2021","Sep","_All","Switzerland","_All","_All","291","111","0","-67","0","-77"
"2021","Sep","_All","Mexico","_All","_All","1674","715","0","-44","0","-53"
"2021","Sep","_All","Solomon Islands","_All","_All","137","45","0","-10","0","-15"
"2021","Sep","_All","India","_All","_All","122233","41908","18","-11","17","-22"
"2021","Sep","_All","Estonia","_All","_All","281","107","0","-29","0","-36"
"2021","Sep","_All","Japan","_All","_All","7188","3441","1","-37","1","-42"
"2021","Sep","_All","Cote d'Ivoire","_All","_All","5","4","0","25","0",""
"2021","Sep","_All","Cyprus","_All","_All","36","13","0","-39","0","-48"
"2021","Sep","_All","Congo, Democratic Republic of","_All","_All","18","4","0","-5","0","-56"
"2021","Sep","_All","Honduras","_All","_All","30","15","0","-6","0","-38"
"2021","Sep","_All","Guatemala","_All","_All","52","21","0","-35","0","-51"
"2021","Sep","_All","Comoros","_All","_All","4","4","0","-50","0","-100"
"2021","Sep","_All","Afghanistan","_All","_All","30","9","0","-6","0","-40"
"2021","Sep","_All","Ecuador","_All","_All","390","152","0","-34","0","-51"
"2021","Sep","_All","Bahamas","_All","_All","6","4","0","0","0","0"
"2021","Sep","_All","Haiti","_All","_All","4","4","0","-33","0","-100"
"2021","Sep","_All","Croatia","_All","_All","74","28","0","-25","0","-43"
"2021","Sep","_All","Azerbaijan","_All","_All","31","10","0","-24","0","-41"
"2021","Sep","_All","Pakistan","_All","_All","16445","6108","2","-10","2","-23"
"2021","Sep","_All","Suriname","_All","_All","8","4","0","0","0","0"
"2021","Sep","_All","Nepal","_All","_All","56680","19024","8","-15","8","-26"
"2021","Sep","_All","East Timor","_All","_All","46","11","0","-37","0","-68"
"2021","Sep","_All","Tanzania","_All","_All","128","39","0","-16","0","-28"
"2021","Sep","_All","Latvia","_All","_All","74","34","0","-5","0","3"
"2021","Sep","_All","United States of America","_All","_All","3758","1209","1","-57","0","-77"
"2021","Sep","_All","Bhutan","_All","_All","3317","1051","0","-18","0","-37"
"2021","Sep","_All","Congo, Republic of","_All","_All","7","5","0","133","0","150"
"2021","Sep","_All","Puerto Rico","_All","_All","4","4","0","-33","0","-100"
"2021","Sep","_All","China","_All","_All","189675","66957","28","-14","27","-20"
"2021","Sep","_All","Maldives","_All","_All","138","43","0","-2","0","-22"
"2021","Sep","_All","Sri Lanka","_All","_All","13951","4712","2","-11","2","-21"
"2021","Sep","_All","Liberia","_All","_All","6","4","0","-40","0","0"
"2021","Sep","_All","Monaco","_All","_All","4","4","0","0","0","0"
"2021","Sep","_All","Qatar","_All","_All","18","4","0","-45","0","-71"
"2021","Sep","_All","French Polynesia","_All","_All","4","4","0","-33","0","-100"
"2021","Sep","_All","Korea, Republic of (South)","_All","_All","17513","7365","3","-23","3","-30"
"2021","Sep","_All","United Kingdom","_All","_All","5217","2073","1","-22","1","-28"
"2021","Sep","_All","Uruguay","_All","_All","134","61","0","-28","0","-42"
"2021","Sep","_All","South Africa","_All","_All","871","286","0","-10","0","-35"
"2021","Sep","_All","Austria","_All","_All","118","42","0","-52","0","-70"
"2021","Sep","_All","Peru","_All","_All","1482","722","0","-18","0","-26"
"2021","Sep","_All","Cambodia","_All","_All","2883","1036","0","-12","0","-33"
"2021","Sep","_All","Botswana","_All","_All","132","37","0","-1","0","-12"
"2021","Sep","_All","Saudi Arabia","_All","_All","4377","1126","1","-31","0","-49"
"2021","Sep","_All","Malaysia","_All","_All","18439","6169","3","-24","2","-34"
"2021","Sep","_All","Netherlands","_All","_All","543","197","0","-37","0","-56"
"2021","Sep","_All","Slovenia","_All","_All","61","17","0","-40","0","-54"
"2021","Sep","_All","Slovakia","_All","_All","435","164","0","-36","0","-48"
"2021","Sep","Higher Education","Burkina Faso","_All","_All","4","4","67","0","","-100"
"2021","Sep","Higher Education","Libya","_All","_All","4","4","50","-75","100","0"
"2021","Sep","Non-award","Oman","_All","_All","140","44","16","-17","20","-60"
"2021","Sep","Higher Education","El Salvador","_All","_All","16","4","28","-16","10","-50"
"2021","Sep","Higher Education","Venezuela","_All","_All","70","17","25","-27","18","-23"
"2021","Sep","Non-award","Fiji","_All","_All","4","4","0","-90","0","-100"
"2021","Sep","VET","Indonesia","_All","_All","8019","3467","44","-14","53","-20"
"2021","Sep","Non-award","Ecuador","_All","_All","4","4","0","-89","0","-100"
"2021","Sep","Higher Education","Montenegro","_All","_All","4","4","33","-33","33",""
"2021","Sep","ELICOS","Croatia","_All","_All","4","4","5","-75","7","-85"
"2021","Sep","VET","Ireland","_All","_All","994","394","90","-5","95","-24"
"2021","Sep","VET","South Africa","_All","_All","289","125","33","-23","44","-41"
"2021","Sep","Schools","Sierra Leone","_All","_All","4","4","4","0","0","-100"
"2021","Sep","Higher Education","Chad","_All","_All","4","4","50","200","50","100"
"2021","Sep","VET","Kosovo","_All","_All","4","4","50","0","100","0"
"2021","Sep","Higher Education","Vietnam","_All","_All","13326","3698","56","-13","43","-28"
"2021","Sep","Higher Education","Belgium","_All","_All","125","31","36","-7","24","-14"
"2021","Sep","Schools","Liberia","_All","_All","4","4","67","0","100",""
"2021","Sep","Non-award","Qatar","_All","_All","4","4","22","300","50","100"
